Coin Name,Market Cap,Price,Volume(24h),Circulating Supply,Change(24h)
FedoraCoin,"$305,203",$0.000001,"$1,822","212,269,865,434 TIPS",-0.54%
Lisk Machine Learning,"$303,657",$0.002530,$463,"120,000,000 LML *",-38.96%
Lisk Machine Learning,"$303,648",$0.002530,$463,"120,000,000 LML *",-38.97%
TouchCon,"$301,479",$0.002950,"$3,832","102,200,364 TOC *",-18.48%
Master Contract Token,"$301,109",$0.000531,"$5,646","567,499,990 MCT *",-1.26%
Qbao,"$300,498",$0.004598,"$3,076","65,351,403 QBT *",-2.48%
SpectrumCash,"$299,823",$0.000092,$1,"3,247,236,428 XSM",-0.19%
Monarch,"$299,802",$0.008444,$?,"35,502,668 MT *",0.00%
Ulord,"$298,035",$0.004111,"$7,415","72,504,736 UT *",-2.97%
BeatzCoin,"$297,632",$0.000194,$4,"1,535,001,802 BTZC *",4.01%
MyWish,"$294,193",$0.030818,"$1,957","9,546,081 WISH *",-6.40%
GoldFund,"$293,897",$0.001907,$390,"154,093,551 GFUN *",-45.10%
OLXA,"$293,548",$0.000216,"$3,905","1,359,419,210 OLXA *",11.99%
PTON,"$286,843",$0.000019,$65,"14,950,794,349 PTON *",-0.47%
XPA,"$286,746",$0.005015,$?,"57,177,751 XPA *",0.00%
CoinFi,"$285,329",$0.001383,"$673,464","206,293,850 COFI *",28.51%
Dropil,"$284,473",$0.000012,$?,"22,770,083,428 DROP *",0.00%
Memetic / PepeCoin,"$284,105",$0.009510,"$1,151","29,873,823 MEME",-3.90%
Swarm City,"$282,284",$0.033070,"$4,140","8,536,073 SWT *",-3.61%
NANJCOIN,"$280,263",$0.000014,$?,"19,361,889,557 NANJ *",0.00%
Martkist,"$279,934",$0.024267,"$1,421","11,535,741 MARTK",2.64%
Alchemint Standards,"$279,623",$0.000879,$97,"317,946,798 SDS *",-27.67%
Smartshare,"$279,438",$0.000060,"$37,929","4,639,918,911 SSP *",-4.37%
Block-Logic,"$277,553",$0.012121,$79,"22,899,329 BLTG *",18.03%
VouchForMe,"$276,772",$0.001201,"$25,298","230,480,904 IPL *",2.43%
Social Send,"$275,835",$0.005078,$64,"54,317,039 SEND *",-4.32%
LanaCoin,"$275,481",$0.000159,"$1,659","1,733,015,536 LANA",-2.46%
FlypMe,"$275,472",$0.015617,"$8,366","17,638,681 FYP *",-0.43%
Ouroboros,"$275,411",$0.008800,"$4,075","31,296,749 OURO *",1.96%
View,"$275,380",$0.007848,$242,"35,088,298 VIEW *",1.01%
ION,"$274,853",$0.020498,$30,"13,409,038 ION *",0.64%
Zen Protocol,"$273,716",$0.012092,$147,"22,636,450 ZP",-16.22%
Trollcoin,"$273,115",$0.000461,$?,"592,810,145 TROLL",-0.39%
Bancacy,"$272,954",$0.002031,"$1,067","134,373,899 BNY *",-4.07%
AllSafe,"$272,221",$0.029766,"$1,147","9,145,370 ASAFE *",-2.35%
Zilla,"$271,455",$0.004524,"$2,832","60,000,000 ZLA *",6.34%
Digital Insurance Token,"$269,208",$0.001198,$67,"224,644,536 DIT *",-3.32%
ExclusiveCoin,"$266,904",$0.045612,$542,"5,851,627 EXCL",-3.50%
Zeusshield,"$266,546",$0.000228,"$27,944","1,169,566,883 ZSC *",-1.69%
TOKPIE,"$266,277",$0.014517,$398,"18,342,177 TKP *",-1.11%
IP Exchange,"$265,046",$0.000281,$?,"943,181,787 IPSX *",0.00%
FujiCoin,"$261,992",$0.000092,$0.092240,"2,837,504,354 FJC",-1.53%
Decentralized Machine Learning,"$261,832",$0.000959,"$2,898","272,937,007 DML *",63.06%
Minereum,"$260,709",$0.027607,$283,"9,443,532 MNE *",5.04%
HelloGold,"$257,042",$0.000977,$179,"263,034,654 HGT *",3.95%
Neutron,"$256,464",$0.006556,$1,"39,121,694 NTRN *",-14.77%
Qredit,"$255,087",$0.000380,$188,"670,472,650 XQR *",-15.10%
GoByte,"$254,607",$0.034658,"$10,290","7,346,371 GBX",5.65%
Helix,"$254,451",$0.009309,$525,"27,335,204 HLIX *",-6.81%
Giant,"$254,447",$0.031987,"$7,769","7,954,617 GIC",13.68%
Motocoin,"$254,182",$0.012940,$?,"19,642,673 MOTO",0.00%
KekCoin,"$252,313",$0.023545,$2,"10,716,385 KEK *",-4.77%
Pakcoin,"$251,791",$0.003671,$?,"68,594,750 PAK",-0.78%
Friendz,"$249,137",$0.000477,"$71,283","522,826,296 FDZ *",-0.27%
Bitzeny,"$244,357",$0.003232,$1,"75,614,500 ZNY",-2.94%
Jetcoin,"$241,765",$0.030650,"$221,168","7,888,005 JET *",10.72%
savedroid,"$241,323",$0.000090,$?,"2,688,339,238 SVD *",0.00%
EncryptoTel [WAVES],"$240,941",$0.003878,$172,"62,131,190 ETT *",-1.73%
Thrive Token,"$238,323",$0.002308,"$3,641","103,246,212 THRT *",-4.35%
Masari,"$237,023",$0.016980,"$11,691","13,958,637 MSR",-4.72%
PiplCoin,"$236,293",$0.001370,$3,"172,536,809 PIPL *",205.62%
adToken,"$232,739",$0.000293,$196,"794,000,000 ADT *",-23.64%
Omnitude,"$231,911",$0.003578,"$661,967","64,813,301 ECOM *",1.27%
StarCoin,"$230,872",$0.000153,$?,"1,511,631,077 KST *",0.00%
PopularCoin,"$230,513",$0.000056,$0.308241,"4,103,493,086 POP",148.20%
x42 Protocol,"$228,580",$0.012280,"$7,472","18,613,796 X42 *",-1.68%
Nerva,"$226,264",$0.013296,$39,"17,017,723 XNV",-6.05%
OWNDATA,"$221,332",$0.000020,"$2,891","11,000,000,000 OWN *",-0.10%
Max Property Group,"$219,819",$0.001546,"$1,126","142,223,550 MPG *",-4.21%
Essentia,"$218,792",$0.000250,"$6,091","875,941,362 ESS *",-0.76%
Indorse Token,"$218,020",$0.005817,$11,"37,480,419 IND *",1.75%
KuboCoin,"$217,540",$0.000002,$0.003791,"90,708,745,843 KUBO *",-74.04%
Crowd Machine,"$216,817",$0.000461,$858,"470,164,800 CMCT *",-0.22%
Equal,"$216,644",$0.000654,"$1,140","331,243,650 EQL *",15.14%
Leadcoin,"$214,707",$0.000274,$798,"784,399,592 LDC *",-7.94%
Coinlancer,"$214,236",$0.002691,$?,"79,619,229 CL *",0.09%
Ink Protocol,"$212,704",$0.000518,"$60,915","410,444,664 XNK *",13.73%
Celeum,"$212,573",$0.047798,$?,"4,447,335 CLX *",-12.22%
Cubiex,"$212,290",$0.002654,$176,"80,000,000 CBIX *",12.28%
Jobchain,"$211,628",$0.000051,$21,"4,154,720,486 JOB *",-3.03%
MyBit,"$208,250",$0.001352,"$2,717","153,998,172 MYB *",-6.76%
CREDIT,"$208,214",$0.000010,"$23,891","21,297,373,342 CREDIT *",12.23%
Ryo Currency,"$207,844",$0.009564,$441,"21,731,852 RYO",-1.75%
Birdchain,"$207,841",$0.001286,"$3,108","161,600,155 BIRD *",-34.77%
Opus,"$206,942",$0.001477,$3,"140,080,549 OPT *",-5.94%
TrumpCoin,"$205,356",$0.031094,$282,"6,604,387 TRUMP",-22.73%
Patron,"$205,344",$0.000521,"$5,788","393,950,594 PAT *",0.26%
CryptoPing,"$205,245",$0.022806,"$1,526","8,999,635 PING *",-2.10%
DopeCoin,"$204,982",$0.001754,"$3,707","116,845,228 DOPE *",5.36%
UpToken,"$204,620",$0.001396,$?,"146,540,250 UP *",0.00%
DIMCOIN,"$203,009",$0.000097,$?,"2,102,483,276 DIM *",0.00%
Bounty0x,"$202,222",$0.000869,$404,"232,720,097 BNTY *",-0.27%
CryptoBonusMiles,"$199,447",$0.000040,"$11,062","4,999,998,301 CBM *",-3.54%
EventChain,"$197,608",$0.006323,"$4,650","31,250,497 EVC *",-1.61%
Maverick Chain,"$197,472",$0.001847,"$1,920","106,936,231 MVC *",-4.29%
Monkey Project,"$197,330",$0.018374,$48,"10,739,640 MONK",-1.48%
Bitcoin Incognito,"$194,406",$0.014918,"$7,156","13,031,736 XBI",-0.05%
Ether-1,"$194,031",$0.004122,"$12,962","47,068,049 ETHO",2.13%
Privatix,"$193,075",$0.176019,"$5,715","1,096,900 PRIX *",-17.23%
eXPerience Chain,"$191,279",$0.000002,$0.968413,"91,090,814,961 XPC",-21.52%
CoinUs,"$191,208",$0.000562,$249,"340,000,000 CNUS *",2.92%
EBCoin,"$190,975",$0.000042,"$7,841","4,585,368,086 EBC *",-37.68%
DubaiCoin,"$190,515",$0.044689,$673,"4,263,172 DBIX",-1.09%
BlitzPredict,"$190,228",$0.000504,$328,"377,601,088 XBP *",-3.78%
AC3,"$189,561",$0.000386,$?,"491,008,312 AC3 *",0.00%
Devery,"$188,523",$0.002996,"$3,159","62,917,151 EVE *",-2.89%
Zennies,"$187,948",$0.000188,$?,"1,000,812,836 ZENI *",0.00%
IXT,"$184,588",$0.005159,$73,"35,778,844 IXT *",-13.73%
Aston,"$183,153",$0.000222,$?,"824,000,000 ATX *",0.00%
CaixaPay,"$183,078",$0.002320,$118,"78,905,322 CXP *",4.53%
GoNetwork,"$182,286",$0.002532,"$1,234,440","71,994,620 GOT *",0.03%
Maxcoin,"$181,562",$0.002955,$0.923386,"61,445,805 MAX",16.67%
AudioCoin,"$181,106",$0.000185,$6,"980,733,271 ADC",-0.17%
ArdCoin,"$180,394",$0.000646,"$38,355","279,107,957 ARDX *",-0.19%
wave edu coin,"$179,846",$0.001276,"$1,874","140,985,234 WEC *",-42.34%
Silent Notary,"$179,678",$0.000002,"$11,033","83,470,521,339 SNTR *",4.41%
Primalbase Token,"$179,354",$143.48,$2,"1,250 PBT *",9.84%
Version,"$177,054",$0.000276,$?,"642,180,617 V",-0.64%
Ultimate Secure Cash,"$176,675",$0.017081,$314,"10,343,113 USC",3.79%
Adelphoi,"$172,199",$0.008310,$772,"20,722,224 ADL *",2.13%
Bethereum,"$171,890",$0.000305,"$4,066","563,403,203 BETHER *",33.00%
TrueDeck,"$171,612",$0.005587,"$22,477","30,717,516 TDP *",5.30%
LIFE,"$170,376",$0.000002,$?,"86,454,878,952 LIFE *",0.00%
Scorum Coins,"$170,197",$0.005816,$48,"29,265,075 SCR *",-0.35%
Coin Lion,"$170,105",$0.005278,$38,"32,226,096 LION *",1.92%
Gentarium,"$168,971",$0.037579,$301,"4,496,407 GTM",-9.20%
eSDChain,"$167,610",$0.001715,"$1,272","97,746,961 SDA *",13.88%
Alt.Estate token,"$166,494",$0.000230,$5,"724,180,756 ALT *",-0.18%
BoutsPro,"$166,208",$0.002169,"$34,093","76,615,188 BOUTS *",-3.30%
DAV Coin,"$165,925",$0.000240,"$134,827","691,906,124 DAV *",10.34%
WandX,"$164,364",$0.013424,$?,"12,244,135 WAND *",-4.86%
Shadow Token,"$162,832",$0.023262,$?,"7,000,000 SHDW *",0.00%
Graft,"$162,677",$0.000275,$?,"591,481,833 GRFT",-0.88%
LiteDoge,"$161,878",$0.000010,$2,"16,422,580,992 LDOGE *",-19.57%
InvestDigital,"$161,045",$0.002507,"$56,979","64,236,039 IDT *",4.18%
Bezop,"$159,389",$0.002862,$230,"55,685,931 BEZ *",3.16%
Goldcoin,"$157,716",$0.003786,$8,"41,662,072 GLC",-18.30%
Utrum,"$154,939",$0.002391,$16,"64,800,139 OOT *",-0.67%
XcelToken Plus,"$154,245",$0.000021,"$8,327","7,482,340,241 XLAB *",-92.33%
Blockpass,"$154,087",$0.000921,$689,"167,223,762 PASS *",-0.85%
Ignition,"$153,741",$0.117274,$?,"1,310,957 IC",0.00%
Matchpool,"$152,773",$0.002037,$?,"75,000,000 GUP *",0.11%
ZMINE,"$148,511",$0.000923,$44,"160,844,537 ZMN *",-0.18%
uPlexa,"$147,394",$0.000070,"$2,573","2,118,860,141 UPX *",-0.83%
Arionum,"$147,204",$0.000923,$26,"159,429,300 ARO",-0.18%
imbrex,"$146,942",$0.016966,$127,"8,660,756 REX *",-2.77%
OptiToken,"$143,903",$0.005078,$250,"28,337,045 OPTI *",-0.08%
Amino Network,"$143,375",$0.002858,"$25,323","50,165,287 AMIO *",-1.82%
FSBT API Token,"$141,602",$0.040348,"$28,734","3,509,535 FSBT *",-0.63%
Emerald Crypto,"$140,780",$0.007364,$27,"19,117,129 EMD",24.51%
TCASH,"$140,668",$0.003996,"$30,437","35,200,000 TCASH *",-14.98%
Energo,"$140,346",$0.000233,$330,"602,378,920 TSL *",13.84%
Helium Chain,"$139,521",$0.010249,$0.102284,"13,613,403 HLM",3.32%
Bigbom,"$139,347",$0.000415,"$6,135","335,947,891 BBO *",7.05%
Truegame,"$139,285",$0.001687,$333,"82,575,464 TGAME *",17.89%
Bolivarcoin,"$139,127",$0.009510,$118,"14,629,272 BOLI",-9.37%
Autonio,"$138,083",$0.001297,$?,"106,460,010 NIO *",0.00%
EnergiToken,"$136,810",$0.000074,$0.763134,"1,852,153,500 ETK *",-1.41%
Blur,"$136,635",$0.024283,"$8,070","5,626,709 BLUR *",-24.40%
Bee Token,"$136,197",$0.000576,$570,"236,629,159 BEE *",70.96%
Energycoin,"$135,534",$0.001108,$1,"122,325,446 ENRG",-20.15%
iDealCash,"$133,568",$0.000092,$0.026262,"1,446,608,662 DEAL",-0.18%
Kuverit,"$133,099",$0.000063,$226,"2,112,803,278 KUV *",1.29%
Ritocoin,"$133,072",$0.000094,$?,"1,415,798,366 RITO *",0.00%
Scanetchain,"$132,861",$0.000158,"$158,801","839,506,297 SWC *",-7.08%
The Currency Analytics,"$131,092",$0.000931,$899,"140,805,691 TCAT *",12.09%
Transcodium,"$130,954",$0.002061,"$77,902","63,545,541 TNS *",26.92%
Peony,"$129,965",$0.035245,"$9,715","3,687,493 PNY",-5.73%
OBITS,"$129,840",$0.008956,$336,"14,497,286 OBITS *",-15.54%
Kuende,"$129,670",$0.000145,$124,"893,470,233 KUE *",0.02%
Dether,"$129,200",$0.001520,$0.699200,"85,000,000 DTH *",0.00%
Menlo One,"$129,032",$0.000430,$?,"300,404,658 ONE *",0.00%
Chronologic,"$128,351",$0.134212,$263,"956,335 DAY *",2.58%
Parachute,"$128,071",$0.000267,"$12,290","478,829,416 PAR *",27.19%
HeroNode,"$127,350",$0.000116,$296,"1,099,244,081 HER *",3.19%
OSA Token,"$127,039",$0.000091,"$3,814","1,389,796,615 OSA *",-2.64%
Sharpay,"$126,150",$0.000120,$?,"1,055,302,597 S *",-0.78%
EvenCoin,"$125,610",$0.004020,"$494,565","31,247,621 EVN *",-3.75%
Litecoin Plus,"$125,285",$0.045520,$2,"2,752,341 LCP",4.86%
Startcoin,"$124,869",$0.002770,$0.975023,"45,079,785 START",-1.73%
Daneel,"$124,846",$0.006168,$?,"20,242,358 DAN *",0.00%
Gravity,"$124,276",$0.000092,$0.288053,"1,345,973,795 GZRO",898.18%
MFCoin,"$124,240",$0.005944,$238,"20,901,004 MFC",1.16%
Naviaddress,"$123,500",$0.000509,"$15,088","242,550,845 NAVI *",78.67%
SignatureChain ,"$123,172",$0.000161,$999,"765,779,225 SIGN *",-3.83%
bitEUR,"$121,905",$1.13,$?,"107,706 BITEUR *",0.00%
RightMesh,"$120,977",$0.001700,$28,"71,148,517 RMESH *",-0.47%
Swing,"$120,971",$0.025853,$31,"4,679,218 SWING",-5.63%
SWYFT,"$120,212",$0.170046,"$9,232","706,940 SWYFTT *",-0.21%
RealChain,"$119,335",$0.000235,"$4,861","507,754,181 RCT *",-1.47%
Veros,"$118,411",$0.096450,"$17,326","1,227,693 VRS *",-20.24%
Bitnation,"$116,905",$0.000004,$395,"27,116,709,883 XPAT *",9.91%
ZCore,"$116,668",$0.019067,"$1,513","6,118,745 ZCR",2.71%
Limitless VIP,"$116,321",$0.000092,$0.225526,"1,259,816,434 VIP *",-0.64%
Cobinhood,"$114,516",$0.000279,$?,"410,999,847 COB *",0.00%
MorCrypto Coin,"$113,808",$0.005387,"$77,893","21,126,669 MOR *",-14.13%
Rentberry,"$113,283",$0.000376,$28,"301,431,307 BERRY *",6.51%
Bitcoin CZ,"$111,280",$0.038133,"$2,055","2,918,207 BCZ",0.06%
Matrexcoin,"$111,230",$0.006463,$0.219104,"17,209,730 MAC *",-3.49%
EtherSportz,"$110,341",$0.041125,$?,"2,683,045 ESZ *",0.38%
Fox Trading,"$110,063",$0.012545,"$62,798","8,773,499 FOXT *",-5.96%
vSlice,"$109,122",$0.003268,$4,"33,390,496 VSL *",50.13%
DeVault,"$107,894",$0.000434,$265,"248,627,145 DVT",3.48%
LOCIcoin,"$107,562",$0.002599,$26,"41,387,232 LOCI *",69.90%
Garlicoin,"$107,507",$0.001847,$2,"58,217,575 GRLC",-0.17%
Gems ,"$106,791",$0.000090,$645,"1,192,760,782 GEM *",-3.44%
ONOToken,"$106,775",$0.000006,$?,"17,251,339,958 ONOT *",0.34%
Pesetacoin,"$106,532",$0.000753,$?,"141,481,234 PTC",0.00%
eBoost,"$105,439",$0.001054,$11,"99,990,002 EBST *",-31.69%
BlueCoin,"$105,431",$0.000183,$?,"574,683,675 BLU",-0.83%
Catex Token,"$105,416",$0.000134,$45,"784,234,341 CATT *",19.85%
Hyper Speed Network,"$105,271",$0.000856,$63,"122,987,866 HSN *",-0.32%
BoatPilot Token,"$104,863",$0.001420,"$1,699","73,863,346 NAVY *",-5.59%
MMOCoin,"$104,622",$0.001673,$396,"62,554,237 MMO",0.53%
TENA,"$103,639",$0.038779,"$6,757","2,672,526 TENA *",8.27%
Emphy,"$102,986",$0.013011,$?,"7,915,125 EPY *",0.00%
GravityCoin,"$102,678",$0.024965,$611,"4,112,868 GXX",12.21%
InsaneCoin,"$102,196",$0.004155,$277,"24,596,259 INSN",-0.17%
Profile Utility Token,"$101,587",$0.002243,"$4,753","45,289,804 PUT *",1.41%
Storiqa,"$101,161",$0.000009,$?,"10,920,877,605 STQ *",0.00%
MktCoin,"$100,510",$0.000083,"$4,642","1,209,529,900 MLM",4.34%
Rupiah Token,"$100,435",$0.000069,"$47,342","1,451,999,070 IDRT *",-0.70%
Artis Turba,"$99,378.96",$0.003412,"$1,327","29,130,008 ARTIS *",-0.09%
Synergy,"$98,914.17",$0.020196,$?,"4,897,672 SNRG *",-0.29%
DogeCash,"$97,794.10",$0.027053,"$2,985","3,614,880 DOGEC",-15.18%
AdHive,"$97,671.79",$0.000743,$65,"131,376,614 ADH *",3.54%
ThoreNext,"$97,495.62",$0.004503,"$1,551","21,652,254 THX *",11.92%
Yocoin,"$96,445.45",$0.000261,"$32,463","369,659,255 YOC",-4.31%
CryptoAds Marketplace,"$96,222.15",$0.006745,$53,"14,265,943 CRAD *",6.19%
Business Credit Alliance Chain,"$94,845.68",$0.000198,"$1,313","478,138,338 BCAC *",-3.52%
BitClave,"$94,393.11",$0.000188,$?,"501,394,406 CAT *",0.00%
Carboncoin,"$93,737.42",$0.000006,$?,"15,392,022,544 CARBON",0.00%
BitBar,"$93,503.61",$2.01,$181,"46,531 BTB",-0.32%
Grimm,"$93,471.84",$0.001914,$940,"48,844,300 GRIMM *",-4.20%
Verify,"$93,026.21",$0.006886,$?,"13,508,864 CRED *",0.00%
KZ Cash,"$91,516.69",$0.058515,$194,"1,563,996 KZC",-9.02%
WOLLO,"$90,927.30",$0.002112,"$2,015","43,057,496 WLO *",-21.11%
Innovative Bioresearch Classic,"$90,876.47",$0.000174,$582,"523,520,497 INNBCL *",-38.91%
StarterCoin,"$90,517.05",$0.000265,$?,"342,007,189 STAC *",-0.18%
Mainstream For The Underground,"$90,398.66",$0.000084,$?,"1,075,139,615 MFTU *",0.00%
ebakus,"$90,372.55",$0.000992,"$5,625","91,137,865 EBK *",-56.03%
BitSend,"$89,810.75",$0.003228,$266,"27,818,325 BSD",-0.26%
BBSCoin,"$89,475.98",$8.97e-7,$13,"99,770,003,801 BBS *",80.03%
InflationCoin,"$89,387.16",$0.000002,$9,"44,790,092,020 IFLT *",-22.67%
AquariusCoin,"$89,236.50",$0.030258,$?,"2,949,176 ARCO *",0.00%
PWR Coin,"$89,234.04",$0.000009,$0.203563,"9,664,500,811 PWR",-0.25%
BEAT,"$89,162.69",$0.000719,$46,"123,928,883 BEAT *",-5.31%
NFX Coin,"$88,869.60",$0.000739,"$1,819","120,312,872 NFXC *",14.06%
CROAT,"$88,751.54",$0.001108,$370,"80,102,030 CROAT",-0.18%
Agrolot,"$88,751.54",$0.001000,$29,"88,751,539 AGLT *",0.00%
Oxycoin,"$88,632.59",$0.000095,$?,"931,894,857 OXY *",0.00%
Helex,"$88,463.44",$1.26,"$7,698","70,160 HLX *",-26.76%
MTC Mesh Network,"$87,887.31",$0.000228,$0.008202,"385,756,443 MTC *",-1.48%
Gossip Coin,"$86,967.05",$0.002678,$0.026736,"32,479,221 GOSS",24.82%
Webcoin,"$86,580.79",$0.001939,$90,"44,653,049 WEB *",26.26%
SwiftCash,"$86,538.82",$0.000554,$24,"156,209,919 SWIFT",-10.54%
Eroscoin,"$86,212.01",$0.000462,$951,"186,744,000 ERO *",-16.81%
Veles,"$85,815.42",$0.070119,"$37,975","1,223,851 VLS *",7.12%
LuckySevenToken,"$85,789.32",$0.001308,$52,"65,590,200 LST *",372.05%
Zetacoin,"$85,767.69",$0.000499,"$4,129","172,007,124 ZET",8.85%
Civitas,"$84,780.79",$0.011102,$?,"7,636,233 CIV",-0.81%
Bitfex,"$83,611.04",$0.000739,$2,"113,193,765 BFX *",-0.19%
Quasarcoin,"$83,515.20",$0.000496,"$1,255","168,445,195 QAC",-29.35%
Bonpay,"$83,396.27",$0.007387,"$1,333","11,290,301 BON *",-8.61%
Kobocoin,"$83,377.13",$0.003376,$?,"24,700,248 KOBO *",0.00%
HeartBout,"$82,623.33",$0.001544,$862,"53,495,267 HB *",-1.31%
Unify,"$82,273.99",$0.004524,"$2,148","18,185,085 UNIFY *",3.23%
XDNA,"$81,459.93",$0.011786,$168,"6,911,709 XDNA",-0.73%
AiLink Token,"$81,432.43",$0.000016,"$2,875","5,184,020,527 ALI *",0.92%
PAL Network,"$80,979.40",$0.000185,"$2,787","438,524,050 PAL *",-0.17%
Bitstar,"$80,308.95",$0.003798,$?,"21,145,111 BITS *",0.15%
Micromines,"$80,175.47",$0.000004,$4,"17,999,261,364 MICRO *",88.69%
Bitradio,"$80,048.64",$0.008982,$136,"8,912,046 BRO *",-5.64%
SounDAC,"$79,016.14",$0.005419,"$70,071","14,581,806 XSD *",-1.26%
Digitalcoin,"$78,598.43",$0.002216,$59,"35,469,208 DGC",36.88%
PlayGame,"$78,472.21",$0.000078,$296,"999,875,000 PXG *",-2.22%
Bitcloud,"$78,088.15",$0.002308,$10,"33,829,376 BTDX *",-2.87%
Bitcoin Token,"$77,430.79",$0.008068,"$1,834","9,597,024 BTCT *",2.72%
Relex,"$77,295.55",$0.000041,$743,"1,884,708,549 RLX *",-26.78%
Photon,"$77,051.53",$0.000002,$6,"34,874,143,947 PHO",0.21%
Dynamite,"$76,851.71",$0.207134,"$62,436","371,025 DYNMT *",4.98%
Atonomi,"$76,373.26",$0.000155,$5,"492,730,725 ATMI *",1.74%
ZUM TOKEN,"$76,262.85",$0.000005,$292,"15,841,107,967 ZUM *",-50.55%
Elementeum,"$76,191.47",$0.014587,$?,"5,223,113 ELET *",0.09%
Vanta Network,"$75,927.77",$0.000041,$?,"1,850,678,705 VANTA *",0.00%
Vidulum,"$75,430.17",$0.010533,"$11,249","7,161,625 VDL *",-9.54%
InterValue,"$74,577.59",$0.000583,"$5,883","127,892,710 INVE *",0.22%
Kalkulus,"$73,916.67",$0.004155,"$66,678","17,790,115 KLKS",2.34%
Plus-Coin,"$73,721.29",$0.000157,$0.078436,"469,946,471 NPLC *",5.18%
Lethean,"$73,476.42",$0.000092,$1,"795,787,039 LTHN",-0.09%
W Green Pay,"$73,321.02",$0.004205,"$16,783","17,436,028 WGP *",-16.25%
GCN Coin,"$72,981.51",$4.24e-7,$5,"172,076,810,000 GCN",-4.04%
LEOcoin,"$72,806.47",$0.048474,"$1,426","1,501,964 LC4 *",-0.36%
Ifoods Chain,"$72,554.16",$0.000029,$?,"2,499,999,990 IFOOD *",-0.24%
EtherGem,"$72,317.97",$0.003712,"$3,296","19,483,114 EGEM",-2.07%
Universe,"$71,762.75",$0.000831,$0.426655,"86,358,572 UNI *",28.35%
ATBCoin,"$71,557.81",$0.001702,"$33,711","42,038,227 ATB",4.52%
Cashpayz Token,"$71,322.18",$0.014602,$?,"4,884,504 CPC *",0.00%
Bitcoin Interest,"$71,070.48",$0.003878,$0.676146,"18,326,892 BCI",-0.17%
FirstCoin,"$70,952.81",$0.002274,$0.113679,"31,207,528 FRST",63.88%
PENG,"$70,777.53",$0.000009,$0.148705,"7,665,566,490 PENG",-0.18%
CryptoSoul,"$70,676.91",$0.000253,$162,"279,611,325 SOUL *",10.61%
WIZBL,"$70,214.79",$0.000468,$?,"150,000,000 WBL *",0.00%
Signals Network,"$69,969.53",$0.000794,$?,"88,138,749 SGN *",0.00%
Deutsche eMark,"$69,354.96",$0.001293,$29,"53,653,541 DEM",4.15%
Elcoin,"$69,341.23",$0.006186,$215,"11,208,967 EL *",-0.17%
Suretly,"$68,943.18",$0.292180,"$1,971","235,961 SUR *",0.88%
PoSW Coin,"$68,109.62",$0.001544,$?,"44,100,000 POSW *",0.00%
Cryptonite,"$67,557.46",$0.000095,$?,"708,506,520 XCN",0.00%
Klimatas,"$67,412.72",$0.093253,"$6,265","722,904 KTS",50.34%
Elysian,"$67,383.23",$0.000688,"$399,733","97,966,210 ELY *",0.09%
VULCANO,"$66,880.72",$0.000277,$0.004686,"241,450,731 VULC",19.77%
ACE (TokenStars),"$66,799.41",$0.005523,"$1,501","12,095,419 ACE *",-2.49%
Rupee,"$66,524.71",$0.001685,$10,"39,491,600 RUP",-4.14%
Bitgesell,"$66,494.75",$0.023176,"$7,593","2,869,097 BGL *",0.40%
PengolinCoin,"$66,296.59",$0.006413,"$92,649","10,338,092 PGO *",1.89%
Opal,"$66,204.07",$0.004368,$?,"15,156,364 OPAL *",0.00%
Pyrk,"$66,148.86",$0.011660,"$7,120","5,673,085 PYRK *",-4.73%
ParallelCoin,"$65,894.53",$0.209376,$69,"314,719 DUO",-26.30%
EveriToken,"$65,578.82",$0.002900,$0.028998,"22,614,716 EVT *",-9.41%
Hurify,"$65,436.78",$0.000271,$143,"241,464,943 HUR *",3.72%
CaluraCoin,"$64,807.57",$0.006094,$373,"10,634,833 CLC *",-7.65%
Niobio Cash,"$64,656.55",$0.000459,$143,"140,803,743 NBR",42.69%
Ethereum Gold Project,"$64,612.46",$0.000011,"$1,063","5,831,548,281 ETGP *",9.50%
Bata,"$63,912.63",$0.012649,$396,"5,052,601 BTA",-4.67%
Paragon,"$63,423.99",$0.002848,$?,"22,266,194 PRG *",0.00%
MicroMoney,"$62,734.42",$0.003976,"$12,168","15,777,256 AMM *",-8.99%
CyberFM,"$62,732.88",$0.000001,$903,"51,200,000,000 CYFM *",131.15%
ProxyNode,"$62,219.74",$0.000369,$136,"168,467,868 PRX",-0.13%
SiaCashCoin,"$61,865.20",$0.000004,"$3,280","15,085,542,638 SCC *",-0.16%
Moneynet,"$61,103.05",$0.000017,$?,"3,662,307,217 MNC *",0.00%
Ethereum Cash,"$61,002.88",$0.004326,$?,"14,100,000 ECASH *",0.00%
QUINADS,"$60,580.28",$0.000005,$0.004557,"13,294,999,111 QUIN *",-0.47%
SRCOIN,"$60,579.66",$0.000012,$0.276374,"5,052,048,084 SRCOIN *",-20.54%
HashNet BitEco,"$59,869.98",$0.002020,"$2,005","29,640,456 HNB *",3.26%
KAASO,"$59,591.50",$0.000592,"$3,551","100,600,000 KAASO *",82.11%
PLAAS FARMERS TOKEN,"$59,260.98",$0.005462,"$592,962","10,849,536 PLAAS *",-48.01%
Aditus,"$59,121.71",$0.000253,"$13,438","234,110,888 ADI *",7.97%
Swapcoinz,"$58,988.32",$0.005566,$71,"10,597,618 SPAZ *",-32.39%
